# product-capability-source-mapping-version: 1
# source-snapshot: 130cdc24bb493349d9b3f3c531198b7bb5fec3df
# expected-candidate-count: 1386
# expected-mapping-count: 2188
# resolutions: mapped supporting
# mapping-bases: ledger_evidence closed_registry manual_source_audit supporting_module_audit
mapping_id	candidate_id	resolution	feature_id	feature_disposition	mapping_basis	candidate_rationale
MAP-1575	CEN-0912	mapped	CAP-065	adapted	closed_registry	ControlVerb=open-worktree in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-065 (isolated_worktrees).
MAP-1576	CEN-0913	mapped	CAP-043	adapted	closed_registry	ControlVerb=rename in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1577	CEN-0914	mapped	CAP-040	adapted	closed_registry	ControlVerb=reply in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-040 (asynchronous_agent_messages).
MAP-1578	CEN-0914	mapped	CAP-043	adapted	closed_registry	ControlVerb=reply in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1579	CEN-0915	mapped	CAP-040	adapted	closed_registry	ControlVerb=send in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-040 (asynchronous_agent_messages).
MAP-1580	CEN-0915	mapped	CAP-043	adapted	closed_registry	ControlVerb=send in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1581	CEN-0916	mapped	CAP-013	adapted	closed_registry	ControlVerb=show-image in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-013 (bounded_media_import).
MAP-1582	CEN-0916	mapped	CAP-043	adapted	closed_registry	ControlVerb=show-image in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1583	CEN-0917	mapped	CAP-012	adopted	closed_registry	ControlVerb=show-video in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-012 (isolated_web_browser_video).
MAP-1584	CEN-0917	mapped	CAP-043	adapted	closed_registry	ControlVerb=show-video in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1585	CEN-0918	mapped	CAP-012	adopted	closed_registry	ControlVerb=show-web in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-012 (isolated_web_browser_video).
MAP-1586	CEN-0918	mapped	CAP-043	adapted	closed_registry	ControlVerb=show-web in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1587	CEN-0919	mapped	CAP-041	adapted	closed_registry	ControlVerb=spawn-team in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-041 (team_fanout).
MAP-1588	CEN-0919	mapped	CAP-043	adapted	closed_registry	ControlVerb=spawn-team in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1589	CEN-0920	mapped	CAP-009	adopted	closed_registry	ControlVerb=sticky in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-009 (sticky_note_context).
MAP-1590	CEN-0920	mapped	CAP-043	adapted	closed_registry	ControlVerb=sticky in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1591	CEN-0921	mapped	CAP-007	adopted	closed_registry	ControlVerb=ungroup in src/main/canvas-control-core.ts is the closed delegated ungroup control surface for CAP-007 (nested_groups).
MAP-1592	CEN-0921	mapped	CAP-043	adapted	closed_registry	ControlVerb=ungroup in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1593	CEN-0922	mapped	CAP-041	adapted	closed_registry	ControlVerb=verify in src/main/canvas-control-core.ts is the closed delegated verify control surface for CAP-041 (team_fanout).
MAP-1594	CEN-0922	mapped	CAP-043	adapted	closed_registry	ControlVerb=verify in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1595	CEN-0923	mapped	CAP-043	adapted	closed_registry	ControlVerb=write in src/main/canvas-control-core.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1596	CEN-0924	mapped	CAP-043	adapted	closed_registry	ControlRoute=active in src/renderer/lib/controlRouting.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1597	CEN-0925	mapped	CAP-043	adapted	closed_registry	ControlRoute=blocked in src/renderer/lib/controlRouting.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1598	CEN-0926	mapped	CAP-043	adapted	closed_registry	ControlRoute=reopen in src/renderer/lib/controlRouting.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1599	CEN-0927	mapped	CAP-043	adapted	closed_registry	ControlRoute=switch in src/renderer/lib/controlRouting.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1600	CEN-0928	mapped	CAP-043	adapted	closed_registry	ControlRoute=unknown in src/renderer/lib/controlRouting.ts is an audited closed registry member mapped to CAP-043 (delegated_agent_operations).
MAP-1601	CEN-0929	mapped	CAP-077	adapted	closed_registry	DownloadRoute=http in src/renderer/lib/download.ts is an audited closed registry member mapped to CAP-077 (bounded_upload_download).
MAP-1602	CEN-0930	mapped	CAP-077	adapted	closed_registry	DownloadRoute=none in src/renderer/lib/download.ts is an audited closed registry member mapped to CAP-077 (bounded_upload_download).
MAP-1603	CEN-0931	mapped	CAP-077	adapted	closed_registry	DownloadRoute=scp in src/renderer/lib/download.ts is an audited closed registry member mapped to CAP-077 (bounded_upload_download).
MAP-1604	CEN-0932	mapped	CAP-068	adopted	closed_registry	GitHubMoveIntentKind=close in src/renderer/lib/githubIssueMove.ts is an audited closed registry member mapped to CAP-068 (external_issue_board_sync).
MAP-1605	CEN-0933	mapped	CAP-068	adopted	closed_registry	GitHubMoveIntentKind=labels-only in src/renderer/lib/githubIssueMove.ts is an audited closed registry member mapped to CAP-068 (external_issue_board_sync).
MAP-1606	CEN-0934	mapped	CAP-068	adopted	closed_registry	GitHubMoveIntentKind=noop in src/renderer/lib/githubIssueMove.ts is an audited closed registry member mapped to CAP-068 (external_issue_board_sync).
MAP-1607	CEN-0935	mapped	CAP-068	adopted	closed_registry	GitHubMoveIntentKind=reopen in src/renderer/lib/githubIssueMove.ts is an audited closed registry member mapped to CAP-068 (external_issue_board_sync).
MAP-1608	CEN-0936	mapped	CAP-038	adopted	closed_registry	LinkKind=context in src/renderer/lib/noteLink.ts is an audited closed registry member mapped to CAP-038 (scoped_context_links).
MAP-1609	CEN-0937	mapped	CAP-009	adopted	closed_registry	LinkKind=note in src/renderer/lib/noteLink.ts is an audited closed registry member mapped to CAP-009 (sticky_note_context).
MAP-1610	CEN-0938	mapped	CAP-001	adapted	closed_registry	SidebarGrouping=project in src/renderer/lib/sessionList.ts defines a closed hierarchy grouping mode for CAP-001 (canonical_operator_map).
MAP-1611	CEN-0939	mapped	CAP-001	adapted	closed_registry	SidebarGrouping=status in src/renderer/lib/sessionList.ts defines a closed hierarchy grouping mode for CAP-001 (canonical_operator_map).
MAP-1612	CEN-0940	mapped	CAP-046	adopted	closed_registry	StatusGroup=attention in src/renderer/lib/sessionList.ts defines a closed status bucket and operator-facing meaning for CAP-046 (running_needs_input_done_status).
MAP-1613	CEN-0941	mapped	CAP-046	adopted	closed_registry	StatusGroup=idle in src/renderer/lib/sessionList.ts defines a closed status bucket and operator-facing meaning for CAP-046 (running_needs_input_done_status).
MAP-1614	CEN-0942	mapped	CAP-046	adopted	closed_registry	StatusGroup=unknown in src/renderer/lib/sessionList.ts defines a closed status bucket and operator-facing meaning for CAP-046 (running_needs_input_done_status).
MAP-1615	CEN-0943	mapped	CAP-046	adopted	closed_registry	StatusGroup=unread in src/renderer/lib/sessionList.ts defines a closed status bucket and operator-facing meaning for CAP-046 (running_needs_input_done_status).
MAP-1616	CEN-0944	mapped	CAP-046	adopted	closed_registry	StatusGroup=working in src/renderer/lib/sessionList.ts defines a closed status bucket and operator-facing meaning for CAP-046 (running_needs_input_done_status).
MAP-1617	CEN-0945	mapped	CAP-045	adapted	closed_registry	StatusKind=attention in src/renderer/lib/sessionList.ts is an audited closed registry member mapped to CAP-045 (attention_queue_authority).
MAP-1618	CEN-0945	mapped	CAP-046	adopted	closed_registry	StatusKind=attention in src/renderer/lib/sessionList.ts is an audited closed registry member mapped to CAP-046 (running_needs_input_done_status).
MAP-1619	CEN-0946	mapped	CAP-046	adopted	closed_registry	StatusKind=done in src/renderer/lib/sessionList.ts is an audited closed registry member mapped to CAP-046 (running_needs_input_done_status).
MAP-1620	CEN-0947	mapped	CAP-046	adopted	closed_registry	StatusKind=unknown in src/renderer/lib/sessionList.ts is an audited closed registry member mapped to CAP-046 (running_needs_input_done_status).
MAP-1621	CEN-0948	mapped	CAP-046	adopted	closed_registry	StatusKind=working in src/renderer/lib/sessionList.ts is an audited closed registry member mapped to CAP-046 (running_needs_input_done_status).
MAP-1622	CEN-0949	mapped	CAP-093	adopted	closed_registry	SfxKind=done in src/renderer/lib/sfx.ts is an audited closed registry member mapped to CAP-093 (distinct_attention_sound_cues).
MAP-1623	CEN-0950	mapped	CAP-093	adopted	closed_registry	SfxKind=needsYou in src/renderer/lib/sfx.ts is an audited closed registry member mapped to CAP-093 (distinct_attention_sound_cues).
MAP-1624	CEN-0951	mapped	CAP-040	adapted	closed_registry	AgentMessageVerb=notify in src/shared/agents/agent-messaging.ts is an audited closed registry member mapped to CAP-040 (asynchronous_agent_messages).
MAP-1625	CEN-0952	mapped	CAP-040	adapted	closed_registry	AgentMessageVerb=reply in src/shared/agents/agent-messaging.ts is an audited closed registry member mapped to CAP-040 (asynchronous_agent_messages).
MAP-1626	CEN-0953	mapped	CAP-040	adapted	closed_registry	AgentMessageVerb=send in src/shared/agents/agent-messaging.ts is an audited closed registry member mapped to CAP-040 (asynchronous_agent_messages).
MAP-1627	CEN-0954	mapped	CAP-034	adopted	closed_registry	ModelGatewayCredentialKind=empty in src/shared/agents/model-gateway.ts is an audited closed registry member mapped to CAP-034 (byok_model_gateway).
MAP-1628	CEN-0955	mapped	CAP-034	adopted	closed_registry	ModelGatewayCredentialKind=environment in src/shared/agents/model-gateway.ts is an audited closed registry member mapped to CAP-034 (byok_model_gateway).
MAP-1629	CEN-0956	mapped	CAP-034	adopted	closed_registry	ModelGatewayCredentialKind=legacy-literal in src/shared/agents/model-gateway.ts is an audited closed registry member mapped to CAP-034 (byok_model_gateway).
MAP-1630	CEN-0957	mapped	CAP-034	adopted	closed_registry	ModelGatewayCredentialKind=stored in src/shared/agents/model-gateway.ts is an audited closed registry member mapped to CAP-034 (byok_model_gateway).
MAP-1631	CEN-0958	mapped	CAP-096	adapted	closed_registry	ProjectCapability=agentBrowserControl in src/shared/project-capabilities.ts is an audited closed registry member mapped to CAP-096 (reviewed_agent_browser_control).
MAP-1632	CEN-0959	mapped	CAP-040	adapted	closed_registry	ProjectCapability=agentMessaging in src/shared/project-capabilities.ts is an audited closed registry member mapped to CAP-040 (asynchronous_agent_messages).
MAP-1633	CEN-0960	mapped	CAP-040	adapted	closed_registry	CapabilityAnswer=declined in src/shared/project-capability-consent.ts is an audited closed registry member mapped to CAP-040 (asynchronous_agent_messages).
MAP-1634	CEN-0960	mapped	CAP-096	adapted	closed_registry	CapabilityAnswer=declined in src/shared/project-capability-consent.ts is an audited closed registry member mapped to CAP-096 (reviewed_agent_browser_control).
MAP-1635	CEN-0961	mapped	CAP-040	adapted	closed_registry	CapabilityAnswer=kept in src/shared/project-capability-consent.ts is an audited closed registry member mapped to CAP-040 (asynchronous_agent_messages).
MAP-1636	CEN-0961	mapped	CAP-096	adapted	closed_registry	CapabilityAnswer=kept in src/shared/project-capability-consent.ts is an audited closed registry member mapped to CAP-096 (reviewed_agent_browser_control).
MAP-1637	CEN-0962	mapped	CAP-017	adopted	closed_registry	WorkspaceMigrationKind=exec in src/shared/types.ts is an audited closed registry member mapped to CAP-017 (persisted_workspace_layout).
MAP-1638	CEN-0963	mapped	CAP-017	adopted	closed_registry	WorkspaceMigrationKind=v2 in src/shared/types.ts is an audited closed registry member mapped to CAP-017 (persisted_workspace_layout).
MAP-1639	CEN-0964	mapped	CAP-085	adapted	closed_registry	arrange-all in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-085 (automatic_hierarchy_arrangement).
MAP-1640	CEN-0965	mapped	CAP-019	adopted	closed_registry	clone-repo in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-019 (repository_clone_onboarding).
MAP-1641	CEN-0966	mapped	CAP-087	adapted	closed_registry	debug-log in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-087 (operator_diagnostics_log).
MAP-1642	CEN-0967	mapped	CAP-085	adapted	closed_registry	fit in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-085 (automatic_hierarchy_arrangement).
MAP-1643	CEN-0968	mapped	CAP-080	irrelevant	closed_registry	new-dino in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-080 (visual_mascot_system).
MAP-1644	CEN-0969	mapped	CAP-010	adopted	closed_registry	new-file in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-010 (revisioned_editor).
MAP-1645	CEN-0970	mapped	CAP-018	adopted	closed_registry	new-project in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-018 (workspace_new_open).
MAP-1646	CEN-0971	mapped	CAP-062	adopted	closed_registry	new-remote in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-062 (remote_create_view_type).
MAP-1647	CEN-0972	mapped	CAP-009	adopted	closed_registry	new-sticky in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-009 (sticky_note_context).
MAP-1648	CEN-0973	mapped	CAP-005	adopted	closed_registry	new-term in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-005 (generic_terminal_fidelity).
MAP-1649	CEN-0974	mapped	CAP-012	adopted	closed_registry	open-browser in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-012 (isolated_web_browser_video).
MAP-1650	CEN-0975	mapped	CAP-010	adopted	closed_registry	open-file in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-010 (revisioned_editor).
MAP-1651	CEN-0975	mapped	CAP-091	adapted	closed_registry	open-file in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-091 (image_and_pdf_document_view).
MAP-1652	CEN-0976	mapped	CAP-012	adopted	closed_registry	open-web in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-012 (isolated_web_browser_video).
MAP-1653	CEN-0977	mapped	CAP-095	adapted	closed_registry	restart-idle-agents in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-095 (safe_bulk_idle_restart).
MAP-1654	CEN-0978	mapped	CAP-010	adopted	closed_registry	save in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-010 (revisioned_editor).
MAP-1655	CEN-0979	mapped	CAP-094	adapted	closed_registry	setup-tour in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-094 (guided_first_run_setup).
MAP-1656	CEN-0980	mapped	CAP-041	adapted	closed_registry	spawn-team in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-041 (team_fanout).
MAP-1657	CEN-0981	mapped	CAP-067	adapted	closed_registry	toggle-kanban in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-067 (live_session_board).
MAP-1658	CEN-0982	mapped	CAP-065	adapted	closed_registry	worktree-new in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-065 (isolated_worktrees).
MAP-1659	CEN-0983	mapped	CAP-084	adopted	closed_registry	zoom-100 in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command mapped to CAP-084 (terminal_appearance_accessibility).
MAP-1660	CEN-0984	mapped	CAP-023	adopted	closed_registry	new-${aid} in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command family mapped to CAP-023 (six_dedicated_agent_adapters).
MAP-1661	CEN-0985	mapped	CAP-024	adopted	closed_registry	new-${c.id} in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command family mapped to CAP-024 (custom_agent_entries).
MAP-1662	CEN-0986	mapped	CAP-032	adapted	closed_registry	new-claude-${a.id} in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command family mapped to CAP-032 (multiple_managed_profiles).
MAP-1663	CEN-0987	mapped	CAP-062	adopted	closed_registry	new-remote-${srv.id} in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command family mapped to CAP-062 (remote_create_view_type).
MAP-1664	CEN-0988	mapped	CAP-054	adapted	closed_registry	node-${n.id} in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command family mapped to CAP-054 (focus_safe_attention_navigation).
MAP-1665	CEN-0989	mapped	CAP-054	adapted	closed_registry	proj-${p.id} in src/renderer/canvas/Canvas.tsx is a closed independently reachable registry command family mapped to CAP-054 (focus_safe_attention_navigation).
MAP-1666	CEN-0990	mapped	CAP-027	adopted	closed_registry	agentAckDone in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-027 (agent_turn_lifecycle).
MAP-1667	CEN-0990	mapped	CAP-029	adapted	closed_registry	agentAckDone in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-029 (subagent_live_activity).
MAP-1668	CEN-0990	mapped	CAP-046	adopted	closed_registry	agentAckDone in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-046 (running_needs_input_done_status).
MAP-1669	CEN-0991	mapped	CAP-047	adapted	closed_registry	agentAnswerPermission in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-047 (typed_permission_answers).
MAP-1670	CEN-0992	mapped	CAP-043	adapted	closed_registry	agentControl in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-043 (delegated_agent_operations).
MAP-1671	CEN-0993	mapped	CAP-043	adapted	closed_registry	agentControlResult in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-043 (delegated_agent_operations).
MAP-1672	CEN-0994	mapped	CAP-025	adapted	closed_registry	agentDiscoverModels in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-025 (adapter_capability_probes).
MAP-1673	CEN-0994	mapped	CAP-034	adopted	closed_registry	agentDiscoverModels in src/shared/ipc.ts is a closed model-gateway discovery route for CAP-034 (byok_model_gateway).
MAP-1674	CEN-0995	mapped	CAP-034	adopted	closed_registry	agentGatewayCredentialClear in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-034 (byok_model_gateway).
MAP-1675	CEN-0996	mapped	CAP-034	adopted	closed_registry	agentGatewayCredentialSave in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-034 (byok_model_gateway).
MAP-1676	CEN-0997	mapped	CAP-034	adopted	closed_registry	agentGatewayCredentialStatus in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-034 (byok_model_gateway).
MAP-1677	CEN-0998	mapped	CAP-040	adapted	closed_registry	agentMessageDeliver in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-040 (asynchronous_agent_messages).
MAP-1678	CEN-0999	mapped	CAP-027	adopted	closed_registry	agentStatus in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-027 (agent_turn_lifecycle).
MAP-1679	CEN-0999	mapped	CAP-029	adapted	closed_registry	agentStatus in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-029 (subagent_live_activity).
MAP-1680	CEN-0999	mapped	CAP-046	adopted	closed_registry	agentStatus in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-046 (running_needs_input_done_status).
MAP-1681	CEN-1000	mapped	CAP-027	adopted	closed_registry	agentSubagentActivity in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-027 (agent_turn_lifecycle).
MAP-1682	CEN-1000	mapped	CAP-029	adapted	closed_registry	agentSubagentActivity in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-029 (subagent_live_activity).
MAP-1683	CEN-1000	mapped	CAP-046	adopted	closed_registry	agentSubagentActivity in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-046 (running_needs_input_done_status).
MAP-1684	CEN-1001	mapped	CAP-027	adopted	closed_registry	agentUnreadClear in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-027 (agent_turn_lifecycle).
MAP-1685	CEN-1001	mapped	CAP-029	adapted	closed_registry	agentUnreadClear in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-029 (subagent_live_activity).
MAP-1686	CEN-1001	mapped	CAP-046	adopted	closed_registry	agentUnreadClear in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-046 (running_needs_input_done_status).
MAP-1687	CEN-1002	mapped	CAP-079	adopted	closed_registry	announcementsFetch in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-079 (in_app_announcements).
MAP-1688	CEN-1003	mapped	CAP-078	adapted	closed_registry	appCheckForUpdates in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1689	CEN-1004	mapped	CAP-015	adopted	closed_registry	appCloseNode in src/shared/ipc.ts routes the keyboard close-node action for CAP-015 (keyboard_shortcuts).
MAP-1690	CEN-1004	mapped	CAP-111	adapted	closed_registry	appCloseNode in src/shared/ipc.ts routes the foreground close-node action for CAP-111 (nonblocking_session_end_delete).
MAP-1691	CEN-1005	mapped	CAP-015	adopted	closed_registry	appCloseWindow in src/shared/ipc.ts routes the keyboard close-window presentation action for CAP-015 (keyboard_shortcuts).
MAP-1692	CEN-1006	mapped	CAP-085	adapted	closed_registry	appFitView in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-085 (automatic_hierarchy_arrangement).
MAP-1693	CEN-1007	mapped	CAP-054	adapted	closed_registry	appFocusNode in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-054 (focus_safe_attention_navigation).
MAP-1694	CEN-1008	mapped	CAP-054	adapted	closed_registry	appFocusWindow in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-054 (focus_safe_attention_navigation).
MAP-1695	CEN-1009	mapped	CAP-078	adapted	closed_registry	appGetVersion in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1696	CEN-1010	mapped	CAP-073	adopted	closed_registry	appMemoryPressure in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-073 (process_memory_attribution).
MAP-1697	CEN-1011	mapped	CAP-048	adopted	closed_registry	appNotify in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-048 (desktop_notifications).
MAP-1698	CEN-1012	mapped	CAP-048	adopted	closed_registry	appOpenNotificationSettings in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-048 (desktop_notifications).
MAP-1699	CEN-1013	mapped	CAP-088	adapted	closed_registry	appOpenSettings in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-088 (settings_navigation_search_and_reset).
MAP-1700	CEN-1014	mapped	CAP-078	adapted	closed_registry	appRestartToUpdate in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1701	CEN-1015	mapped	CAP-045	adapted	closed_registry	appSetBadge in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-045 (attention_queue_authority).
MAP-1702	CEN-1016	mapped	CAP-085	adapted	closed_registry	appToggleAutoAlign in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-085 (automatic_hierarchy_arrangement).
MAP-1703	CEN-1017	mapped	CAP-067	adapted	closed_registry	appToggleKanban in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-067 (live_session_board).
MAP-1704	CEN-1018	mapped	CAP-082	adopted	closed_registry	appToggleMarkdown in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-082 (markdown_projection).
MAP-1705	CEN-1019	mapped	CAP-078	adapted	closed_registry	appUpdateAvailable in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1706	CEN-1020	mapped	CAP-078	adapted	closed_registry	appUpdateDownloaded in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1707	CEN-1021	mapped	CAP-078	adapted	closed_registry	appUpdateError in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1708	CEN-1022	mapped	CAP-078	adapted	closed_registry	appUpdateNotAvailable in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1709	CEN-1023	mapped	CAP-078	adapted	closed_registry	appUpdatePolicy in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1710	CEN-1024	mapped	CAP-078	adapted	closed_registry	appUpdateProgress in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1711	CEN-1025	mapped	CAP-078	adapted	closed_registry	appUserDataDir in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-078 (signed_update_lifecycle).
MAP-1712	CEN-1026	mapped	CAP-085	adapted	closed_registry	appZoomActualSize in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-085 (automatic_hierarchy_arrangement).
MAP-1713	CEN-1027	mapped	CAP-083	adopted	closed_registry	boardLogAppend in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-083 (board_activity_log).
MAP-1714	CEN-1028	mapped	CAP-083	adopted	closed_registry	boardLogChanged in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-083 (board_activity_log).
MAP-1715	CEN-1029	mapped	CAP-083	adopted	closed_registry	boardLogRead in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-083 (board_activity_log).
MAP-1716	CEN-1030	mapped	CAP-083	adopted	closed_registry	boardLogSubscribe in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-083 (board_activity_log).
MAP-1717	CEN-1031	mapped	CAP-083	adopted	closed_registry	boardLogUnsubscribe in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-083 (board_activity_log).
MAP-1718	CEN-1032	mapped	CAP-012	adopted	closed_registry	browserNewWindow in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-012 (isolated_web_browser_video).
MAP-1719	CEN-1033	mapped	CAP-012	adopted	closed_registry	browserRegister in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-012 (isolated_web_browser_video).
MAP-1720	CEN-1034	mapped	CAP-012	adopted	closed_registry	browserUnregister in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-012 (isolated_web_browser_video).
MAP-1721	CEN-1035	mapped	CAP-001	adapted	closed_registry	canvasMut in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-001 (canonical_operator_map).
MAP-1722	CEN-1035	mapped	CAP-016	adapted	closed_registry	canvasMut in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-016 (undo_redo_state).
MAP-1723	CEN-1035	mapped	CAP-085	adapted	closed_registry	canvasMut in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-085 (automatic_hierarchy_arrangement).
MAP-1724	CEN-1036	mapped	CAP-006	adopted	closed_registry	chatReadTranscript in src/shared/ipc.ts is the exact structured current-conversation read route for CAP-006 (semantic_agent_views).
MAP-1725	CEN-1037	mapped	CAP-032	adapted	closed_registry	claudeAccountsAdd in src/shared/ipc.ts is a closed independently reachable registry ipc mapped to CAP-032 (multiple_managed_profiles).
